0	0	580
0	40000	131
40000	40000	305
0	80000	32
40000	80000	87
80000	80000	205
0	120000	30
40000	120000	30
80000	120000	75
120000	120000	473
0	160000	37
40000	160000	36
80000	160000	60
120000	160000	527
160000	160000	596
0	200000	14
40000	200000	15
80000	200000	20
120000	200000	106
160000	200000	170
200000	200000	405
0	240000	13
40000	240000	14
80000	240000	19
120000	240000	32
160000	240000	57
200000	240000	100
240000	240000	322
0	280000	7
40000	280000	14
80000	280000	14
120000	280000	30
160000	280000	32
200000	280000	51
240000	280000	141
280000	280000	316
0	320000	4
40000	320000	4
80000	320000	17
120000	320000	18
160000	320000	23
200000	320000	28
240000	320000	24
280000	320000	60
320000	320000	258
0	360000	13
40000	360000	9
80000	360000	10
120000	360000	20
160000	360000	34
200000	360000	26
240000	360000	32
280000	360000	34
320000	360000	93
360000	360000	447
0	400000	6
40000	400000	6
80000	400000	6
120000	400000	14
160000	400000	14
200000	400000	14
240000	400000	14
280000	400000	17
320000	400000	26
360000	400000	84
400000	400000	222
0	440000	4
40000	440000	4
80000	440000	5
120000	440000	15
160000	440000	11
200000	440000	9
240000	440000	10
280000	440000	10
320000	440000	15
360000	440000	34
400000	440000	81
440000	440000	311
0	480000	2
40000	480000	3
80000	480000	7
120000	480000	5
160000	480000	11
200000	480000	4
240000	480000	12
280000	480000	12
320000	480000	10
360000	480000	19
400000	480000	34
440000	480000	65
480000	480000	339
0	520000	6
40000	520000	7
80000	520000	4
120000	520000	13
160000	520000	7
200000	520000	6
240000	520000	13
280000	520000	13
320000	520000	17
360000	520000	19
400000	520000	48
440000	520000	50
480000	520000	133
520000	520000	395
0	560000	2
40000	560000	8
80000	560000	6
120000	560000	9
160000	560000	11
200000	560000	3
240000	560000	11
280000	560000	5
320000	560000	11
360000	560000	27
400000	560000	35
440000	560000	29
480000	560000	49
520000	560000	115
560000	560000	434
0	600000	8
40000	600000	2
80000	600000	3
120000	600000	9
160000	600000	7
200000	600000	2
240000	600000	11
280000	600000	12
320000	600000	7
360000	600000	22
400000	600000	20
440000	600000	20
480000	600000	25
520000	600000	48
560000	600000	110
600000	600000	295
0	640000	5
40000	640000	2
80000	640000	5
120000	640000	14
160000	640000	9
200000	640000	7
240000	640000	5
280000	640000	7
320000	640000	4
360000	640000	23
400000	640000	14
